image,split,symbol,timeframe,start_ts,end_ts,bars,img_w,img_h,y_head_and_shoulders,p_head_and_shoulders,lf_votes_head_and_shoulders,lf_total_head_and_shoulders,head_and_shoulders_cnt,head_and_shoulders_confirmed_cnt,y_inverse_head_and_shoulders,p_inverse_head_and_shoulders,lf_votes_inverse_head_and_shoulders,lf_total_inverse_head_and_shoulders,inverse_head_and_shoulders_cnt,inverse_head_and_shoulders_confirmed_cnt,p_double_top,lf_votes_double_top,lf_total_double_top,y_double_top,double_top_cnt,double_top_confirmed_cnt,p_double_bottom,lf_votes_double_bottom,lf_total_double_bottom,y_double_bottom,double_bottom_cnt,double_bottom_confirmed_cnt,y_descending_triangle,p_descending_triangle,lf_votes_descending_triangle,lf_total_descending_triangle,descending_triangle_cnt,descending_triangle_confirmed_cnt
BTC-USD_1h_1755446400_1756018800_42.png,test,BTC-USD,1h,2025-08-17T16:00:00+00:00,2025-08-24T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,4,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1755590400_1756162800_42.png,test,BTC-USD,1h,2025-08-19T08:00:00+00:00,2025-08-25T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.9167,11,12,1,2,1,0.8333,10,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1755734400_1756306800_42.png,test,BTC-USD,1h,2025-08-21T00:00:00+00:00,2025-08-27T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.9167,11,12,1,3,1,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1755878400_1756450800_42.png,test,BTC-USD,1h,2025-08-22T16:00:00+00:00,2025-08-29T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.9167,11,12,1,2,1,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1756022400_1756594800_42.png,test,BTC-USD,1h,2025-08-24T08:00:00+00:00,2025-08-30T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1756166400_1756738800_42.png,test,BTC-USD,1h,2025-08-26T00:00:00+00:00,2025-09-01T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1756310400_1756882800_42.png,test,BTC-USD,1h,2025-08-27T16:00:00+00:00,2025-09-03T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1756454400_1757026800_42.png,test,BTC-USD,1h,2025-08-29T08:00:00+00:00,2025-09-04T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,3,0,0.8333,10,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1756598400_1757170800_42.png,test,BTC-USD,1h,2025-08-31T00:00:00+00:00,2025-09-06T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1756742400_1757314800_42.png,test,BTC-USD,1h,2025-09-01T16:00:00+00:00,2025-09-08T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1756886400_1757458800_42.png,test,BTC-USD,1h,2025-09-03T08:00:00+00:00,2025-09-09T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,10,12,-1,3,1,1,,,,1,1
BTC-USD_1h_1757030400_1757602800_42.png,test,BTC-USD,1h,2025-09-05T00:00:00+00:00,2025-09-11T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1757174400_1757746800_42.png,test,BTC-USD,1h,2025-09-06T16:00:00+00:00,2025-09-13T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1757318400_1757890800_42.png,test,BTC-USD,1h,2025-09-08T08:00:00+00:00,2025-09-14T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1757462400_1758034800_42.png,test,BTC-USD,1h,2025-09-10T00:00:00+00:00,2025-09-16T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1757606400_1758178800_42.png,test,BTC-USD,1h,2025-09-11T16:00:00+00:00,2025-09-18T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,3,1,1.0,6,6,1,1,1,0,,,,0,0
BTC-USD_1h_1757750400_1758322800_42.png,test,BTC-USD,1h,2025-09-13T08:00:00+00:00,2025-09-19T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,4,1,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1757894400_1758466800_42.png,test,BTC-USD,1h,2025-09-15T00:00:00+00:00,2025-09-21T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,3,0,0.8333,10,12,-1,3,0,1,,,,1,1
BTC-USD_1h_1758038400_1758610800_42.png,test,BTC-USD,1h,2025-09-16T16:00:00+00:00,2025-09-23T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1758182400_1758754800_42.png,test,BTC-USD,1h,2025-09-18T08:00:00+00:00,2025-09-24T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,3,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1758326400_1758898800_42.png,test,BTC-USD,1h,2025-09-20T00:00:00+00:00,2025-09-26T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1758470400_1759042800_42.png,test,BTC-USD,1h,2025-09-21T16:00:00+00:00,2025-09-28T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1758614400_1759186800_42.png,test,BTC-USD,1h,2025-09-23T08:00:00+00:00,2025-09-29T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1758758400_1759330800_42.png,test,BTC-USD,1h,2025-09-25T00:00:00+00:00,2025-10-01T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1758902400_1759474800_42.png,test,BTC-USD,1h,2025-09-26T16:00:00+00:00,2025-10-03T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1759046400_1759618800_42.png,test,BTC-USD,1h,2025-09-28T08:00:00+00:00,2025-10-04T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.6667,4,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1759190400_1759762800_42.png,test,BTC-USD,1h,2025-09-30T00:00:00+00:00,2025-10-06T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1759334400_1759906800_42.png,test,BTC-USD,1h,2025-10-01T16:00:00+00:00,2025-10-08T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1759478400_1760050800_42.png,test,BTC-USD,1h,2025-10-03T08:00:00+00:00,2025-10-09T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1759622400_1760194800_42.png,test,BTC-USD,1h,2025-10-05T00:00:00+00:00,2025-10-11T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1759766400_1760338800_42.png,test,BTC-USD,1h,2025-10-06T16:00:00+00:00,2025-10-13T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,2,0,0.0,0,0,0,0,0,0,,,,0,0
BTC-USD_1h_1759910400_1760482800_42.png,test,BTC-USD,1h,2025-10-08T08:00:00+00:00,2025-10-14T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1760054400_1760626800_42.png,test,BTC-USD,1h,2025-10-10T00:00:00+00:00,2025-10-16T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1760198400_1760770800_42.png,test,BTC-USD,1h,2025-10-11T16:00:00+00:00,2025-10-18T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,3,0,0.75,9,12,-1,2,0,0,,,,0,0
BTC-USD_1h_1760342400_1760914800_42.png,test,BTC-USD,1h,2025-10-13T08:00:00+00:00,2025-10-19T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.6667,4,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1760486400_1761058800_42.png,test,BTC-USD,1h,2025-10-15T00:00:00+00:00,2025-10-21T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,1.0,6,6,1,1,1,0,,,,0,0
BTC-USD_1h_1760630400_1761202800_42.png,test,BTC-USD,1h,2025-10-16T16:00:00+00:00,2025-10-23T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,3,0,0.9167,11,12,1,2,1,0,,,,0,0
BTC-USD_1h_1760774400_1761346800_42.png,test,BTC-USD,1h,2025-10-18T08:00:00+00:00,2025-10-24T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1760918400_1761490800_42.png,test,BTC-USD,1h,2025-10-20T00:00:00+00:00,2025-10-26T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1761062400_1761634800_42.png,test,BTC-USD,1h,2025-10-21T16:00:00+00:00,2025-10-28T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
BTC-USD_1h_1761206400_1761778800_42.png,test,BTC-USD,1h,2025-10-23T08:00:00+00:00,2025-10-29T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
ETH-USD_1h_1754726400_1755298800_42.png,test,ETH-USD,1h,2025-08-09T08:00:00+00:00,2025-08-15T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,3,0,0.6667,4,6,-1,1,0,0,,,,0,0
ETH-USD_1h_1754870400_1755442800_42.png,test,ETH-USD,1h,2025-08-11T00:00:00+00:00,2025-08-17T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,3,0,0.8333,5,6,-1,1,0,0,,,,0,0
ETH-USD_1h_1755014400_1755586800_42.png,test,ETH-USD,1h,2025-08-12T16:00:00+00:00,2025-08-19T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,4,0,0.6667,4,6,-1,1,0,0,,,,0,0
ETH-USD_1h_1755158400_1755730800_42.png,test,ETH-USD,1h,2025-08-14T08:00:00+00:00,2025-08-20T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,3,0,0.6667,8,12,-1,2,0,0,,,,0,0
ETH-USD_1h_1755302400_1755874800_42.png,test,ETH-USD,1h,2025-08-16T00:00:00+00:00,2025-08-22T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,4,0,0.8333,10,12,-1,2,0,0,,,,0,0
ETH-USD_1h_1755446400_1756018800_42.png,test,ETH-USD,1h,2025-08-17T16:00:00+00:00,2025-08-24T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,10,12,-1,2,0,0,,,,0,0
ETH-USD_1h_1755590400_1756162800_42.png,test,ETH-USD,1h,2025-08-19T08:00:00+00:00,2025-08-25T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.9167,11,12,1,2,1,0.8333,5,6,-1,1,0,0,,,,0,0
ETH-USD_1h_1755734400_1756306800_42.png,test,ETH-USD,1h,2025-08-21T00:00:00+00:00,2025-08-27T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,1,0.6667,4,6,-1,1,0,0,,,,0,0
ETH-USD_1h_1755878400_1756450800_42.png,test,ETH-USD,1h,2025-08-22T16:00:00+00:00,2025-08-29T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,1,0.75,9,12,-1,3,0,0,,,,0,0
ETH-USD_1h_1756022400_1756594800_42.png,test,ETH-USD,1h,2025-08-24T08:00:00+00:00,2025-08-30T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.6667,8,12,-1,2,0,0.8333,10,12,-1,2,0,0,,,,0,0
ETH-USD_1h_1756166400_1756738800_42.png,test,ETH-USD,1h,2025-08-26T00:00:00+00:00,2025-09-01T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.8333,5,6,-1,1,0,0,,,,0,0
ETH-USD_1h_1756310400_1756882800_42.png,test,ETH-USD,1h,2025-08-27T16:00:00+00:00,2025-09-03T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,10,12,-1,2,0,0,,,,0,0
ETH-USD_1h_1756454400_1757026800_42.png,test,ETH-USD,1h,2025-08-29T08:00:00+00:00,2025-09-04T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
ETH-USD_1h_1756598400_1757170800_42.png,test,ETH-USD,1h,2025-08-31T00:00:00+00:00,2025-09-06T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
ETH-USD_1h_1756742400_1757314800_42.png,test,ETH-USD,1h,2025-09-01T16:00:00+00:00,2025-09-08T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
ETH-USD_1h_1756886400_1757458800_42.png,test,ETH-USD,1h,2025-09-03T08:00:00+00:00,2025-09-09T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,10,12,-1,3,0,1,,,,1,1
ETH-USD_1h_1757030400_1757602800_42.png,test,ETH-USD,1h,2025-09-05T00:00:00+00:00,2025-09-11T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,10,12,-1,2,0,0.8333,10,12,-1,2,0,0,,,,0,0
ETH-USD_1h_1757174400_1757746800_42.png,test,ETH-USD,1h,2025-09-06T16:00:00+00:00,2025-09-13T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
ETH-USD_1h_1757318400_1757890800_42.png,test,ETH-USD,1h,2025-09-08T08:00:00+00:00,2025-09-14T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
ETH-USD_1h_1757462400_1758034800_42.png,test,ETH-USD,1h,2025-09-10T00:00:00+00:00,2025-09-16T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.6667,4,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
ETH-USD_1h_1757606400_1758178800_42.png,test,ETH-USD,1h,2025-09-11T16:00:00+00:00,2025-09-18T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,1.0,6,6,1,1,1,0,,,,0,0
ETH-USD_1h_1757750400_1758322800_42.png,test,ETH-USD,1h,2025-09-13T08:00:00+00:00,2025-09-19T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,1.0,6,6,1,1,1,0,,,,0,0
ETH-USD_1h_1757894400_1758466800_42.png,test,ETH-USD,1h,2025-09-15T00:00:00+00:00,2025-09-21T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,1.0,6,6,1,1,1,0,,,,0,0
ETH-USD_1h_1758038400_1758610800_42.png,test,ETH-USD,1h,2025-09-16T16:00:00+00:00,2025-09-23T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,0,0
ETH-USD_1h_1758182400_1758754800_42.png,test,ETH-USD,1h,2025-09-18T08:00:00+00:00,2025-09-24T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,0,0
ETH-USD_1h_1758326400_1758898800_42.png,test,ETH-USD,1h,2025-09-20T00:00:00+00:00,2025-09-26T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,0,0
ETH-USD_1h_1758470400_1759042800_42.png,test,ETH-USD,1h,2025-09-21T16:00:00+00:00,2025-09-28T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,0,0
ETH-USD_1h_1758614400_1759186800_42.png,test,ETH-USD,1h,2025-09-23T08:00:00+00:00,2025-09-29T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,0,0
ETH-USD_1h_1758758400_1759330800_42.png,test,ETH-USD,1h,2025-09-25T00:00:00+00:00,2025-10-01T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.8333,5,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
ETH-USD_1h_1758902400_1759474800_42.png,test,ETH-USD,1h,2025-09-26T16:00:00+00:00,2025-10-03T07:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.6667,4,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
ETH-USD_1h_1759046400_1759618800_42.png,test,ETH-USD,1h,2025-09-28T08:00:00+00:00,2025-10-04T23:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.6667,4,6,-1,1,0,0.0,0,0,0,0,0,0,,,,0,0
ETH-USD_1h_1759190400_1759762800_42.png,test,ETH-USD,1h,2025-09-30T00:00:00+00:00,2025-10-06T15:00:00+00:00,160,960,640,0,,,,0,0,0,,,,0,0,0.75,9,12,-1,2,0,0.8333,5,6,-1,1,0,0,,,,0,0
