image_path,class_name,lf_has,lf_decision,lf_prob,lf_meta,lf_error,keep,correct_class,notes
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Ascending_Triangle\AT_15.jpg,Ascending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Ascending_Triangle\AT_16.jpg,Ascending_Triangle,1,1,0.6666666666666666,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 1}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Ascending_Triangle\AT_17.jpg,Ascending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Ascending_Triangle\AT_18.jpg,Ascending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Ascending_Triangle\AT_19.jpg,Ascending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Ascending_Triangle\AT_20.jpg,Ascending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Ascending_Triangle\AT_21.jpg,Ascending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Ascending_Triangle\AT_22.jpg,Ascending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Ascending_Triangle\AT_23.jpg,Ascending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Ascending_Triangle\AT_24.jpg,Ascending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Ascending_Triangle\AT_25.jpg,Ascending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Ascending_Triangle\AT_26.jpg,Ascending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Ascending_Triangle\AT_27.jpg,Ascending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Ascending_Triangle\AT_28.jpg,Ascending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Ascending_Triangle\AT_29.jpg,Ascending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Ascending_Triangle\AT_30.jpg,Ascending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_01.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_012.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_02.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_03.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_04.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_05.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_06.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_07.jpg,Descending_Triangle,1,1,0.6666666666666666,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 1}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_10.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_11.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_13.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_14.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_15.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_16.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_17.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_18.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_19.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_20.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_21.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_22.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_23.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_24.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_25.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_26.jpg,Descending_Triangle,1,1,1.0,"{""active_votes"": {""lf_grid_presence"": 1, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 1}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_27.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_28.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_29.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_30.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_8.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Descending_Triangle\DT_9.jpg,Descending_Triangle,1,0,0.3333333333333333,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1, ""lf_triangle_like"": 0}, ""total_weight"": 3.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_01.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_02.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_03.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_04.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_05.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_06.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_07.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_08.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_09.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_10.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_11.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_12.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_13.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_14.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_15.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_16.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_17.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_18.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_19.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_20.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_21.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_22.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_23.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_24.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_25.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_26.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_27.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_28.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_29.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Bottom\DB_30.jpg,Double_Bottom,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Top\DT_01.jpg,Double_Top,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Top\DT_02.jpg,Double_Top,1,1,1.0,"{""active_votes"": {""lf_grid_presence"": 1, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Top\DT_03.jpg,Double_Top,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Top\DT_04.jpg,Double_Top,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Top\DT_05.jpg,Double_Top,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Top\DT_06.jpg,Double_Top,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Top\DT_07.jpg,Double_Top,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Top\DT_08.jpg,Double_Top,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Top\DT_09.jpg,Double_Top,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Top\DT_10.jpg,Double_Top,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Top\DT_11.jpg,Double_Top,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Top\DT_12.jpg,Double_Top,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
data\kaggle_chart_patterns\crypto_chart_patterns\DATASET\Double_Top\DT_13.jpg,Double_Top,1,,0.5,"{""active_votes"": {""lf_grid_presence"": 0, ""lf_text_axis_density"": 1}, ""total_weight"": 2.0}",,,,
